company,description,location,review,salary,star,title
"Dorchester County, SC","Researches, gathers, interprets and prepares data for planning and zoning studies, reports and recommendations;...","Summerville, SC",,52515.5,,ZONING ADMINISTRATOR
"Global Defense, Inc.","GDI is searching for a Web Services Engineer for our North Charleston, SC office. The Web Services Engineer will work as part of an Agile/SCRUM Continuous...","North Charleston, SC",,72500.0,,Web Services Engineer
IVES Group,Senior Software Engineer. Our company excels at data mining free-form text and other unstructured data formats to extract critical accounting and regulatory...,"Sutton, MA 01590",,110000.0,,Senior Software Engineer
AP Staffing,"Security Engineer in the Worcester County, MA area. 5+ Years of experience as an Information Security Engineer....","Worcester, MA",3.0,115000.0,40.8,Sr. Information Security Engineer
Microchem Corp,"You would investigate root cause of process failures, execute experiments and conduct in-depth data analysis, document and report....","Westborough, MA 01581",,60000.0,,Applications Engineer
Commonwealth of Massachusetts,And review of available data. Registration of Professional Engineers is preferred. Compiles and correlates engineering and environmental data;...,"West Boylston, MA",165.0,74586.0,51.0,Dam Rehabilitation and Maintenance Engineer
9515,"CIVIL ENGINEER II. Sets up and operates survey equipment, tabulates data, performs calculations. Performs entry- level civil engineer duties during assignment...","Concord, NH",,53903.5,,CIVIL ENGINEER I-III
Liberty Mutual,"Skills in object, data and / or process modeling; Evaluate complex business requirements and models data and / or system requirements....","Boston, MA",1656.0,102600.0,43.8,Senior SBU System Support Analyst
Harnham,"Harnham is working with an online gaming company to help grow their Data practice. The data comes from multiple sources including mobile devices, web services...","Boston, MA",,140000.0,,Data Engineer
Liberty Mutual,Principal Security Software Engineer. Liberty Mutual Insurance Information Technology is actively searching for an experienced Principal Security Software...,"Portsmouth, NH",1656.0,118500.0,43.8,Principal Security Software Engineer
ISS Facility Services,Critical Data Centers:. Experience with managing key performance indicators as provided by Data Center Manager....,"Henderson, NV",2553.0,72000.0,43.2,Chief Engineer
Nevada Department of Transportation,Engineering Technician positions perform a broad range of duties involving technical engineering work in support of professional engineers....,"Las Vegas, NV",23.0,46938.0,53.4,Engineering Technician 5
Action Verb,We do it by aggressively recruiting the absolute best and brightest engineers and structuring our company in a way that makes them want to work here forever....,"Las Vegas, NV",,100000.0,,“VP of Marketing” For Holacracy-Powered 14-Person All-Remote SaaS Company
Crescent Solutions,Software Engineer Clojure - Back End*. Design and implements data storage solutions. Experience working on data providers and APIs for mobile and web clients....,"Las Vegas, NV",3.0,100000.0,60.0,Software Engineer - Clojure - Back End
Action Verb,"Our customers are primarily engineers, and in order to relate to them and support our products at the highest possible level, we should all be engineers too....","Las Vegas, NV",,100000.0,,"DevOps/SysAdmin Engineer (Linux, AWS, Chef, ELK, & more) For Holacracy-Powered 14-Person All-Remote Engineer-Founded IaaS Company"
"Computer Enterprises, Inc. (CEI)","It is designed to support operational, as opposed to analytical, use cases requiring low latency access to bounded data sets....","Philadelphia, PA",,110000.0,,Scala Developer
SBM Management,"This means that you need to make sure data entities and data ownership are clearly defined, data stays consistent, data is accessible concurrently in a form our...","San Ramon, CA",133.0,160000.0,30.6,Senior Database Engineer
Tanisha Systems,Software Validation Engineer*. \*Think out of the box and propose alternative methods to extract more information in case of complex issues where existing data...,"Santa Clara, CA",,90000.0,,Software Validation Engineer
Monroe Community College,"Keeps records of fuel and water consumption, steam produced, and other operating data; Possession of a Second Class Stationary Engineer’s license issued by the...","Rochester, NY",71.0,42173.0,53.4,Assistant Engineer Stationary Grade II (Provisional) Multiple positions
FPC of Rehoboth,"Update and upload audit data if necessary. Collect, record, and analyze data to develop accurate and timely reports....","Buffalo, NY",,102500.0,,Senior Quality Engineer
Wilmac Company,Sales Engineers are vital contributors to Wilmac’s growth. Sales Engineers work with our Solution Managers to develop sales opportunities....,"Rochester, NY 14614 (Central Business District area)",,75000.0,,Sales Engineer
Inscape,"Keep a centralized database of historical bid information, won / lost data and competitive pricing. Primary Tasks & Responsibilities of CAD Designer....","Falconer, NY",6.0,35000.0,43.8,CAD Designer
Liberty Personnel Services,"Controls Software Engineer. Responsible for integrating peripheral hardware and software, such as but not limited to, servo motors, Vision, Robots, leak test...","East Rochester, NY",9.0,80000.0,55.8,Controls Software Engineer
Volt Workforce Solutions,Capture and document all data relevant to final process. The purpose of the Process/ Manufacturing Engineer III – (E3) is to perform all required tasks to...,"Erie, PA",1799.0,60000.0,43.2,Manufacturing Engineer Level III
"Perfect Fit Placement, Inc.",Assess equipment performance data and ensure optimal and efficient performance. The Maintenance Engineer ensures safe and reliable operation of electrical...,"Buffalo, NY",,97500.0,,Electrical Maintenance Engineer
Search Solution Group,"Energy Engineer Summary. Effectively use field equipment including IR cameras, data loggers and flow meters....","Rochester, NY",,80000.0,,Sr. Energy Engineer
"Germer International, LLC","Equipment Engineer to help with some of their key projects. _Prepares funding requests per corporate guidelines, including detailed project descriptions,...","Buffalo, NY",,95000.0,,Sr. Pharmaceutical Packaging Equipment Engineer
AP Professionals,Responsible for accuracy of data and inspection validations through gage repeatability and reproducibility....,"Buffalo, NY",15.0,75000.0,53.4,Metrology Applications Engineer
Brite Computers,"Since1983, Brite has provided essential computing infrastructure, IT services and data network security to support the critical business applications and...","Victor, NY 14564",,42500.0,,Network Operations Center Engineer
Liberty Personnel Services,"Controls Hardware Engineer. Responsible for designing the interconnections of peripheral hardware, such as but not limited to, servo motors, Vision, Robots,...","East Rochester, NY",9.0,80000.0,55.8,Controls Hardware Engineer
Pragmatic Works,"We offer software that simplifies the development and management of SQL Server, and we deliver top-tier SQL Server training and consulting services for even the...","Fleming Island, FL 32003",,35000.0,,Software Support Engineer
LifeSouth Community Blood Centers,Software Test Engineer II. Generate test data required for testing. LifeSouth Community Blood Centers is currently seeking an individual for a Software Test...,"Jacksonville, FL",65.0,52500.0,30.6,Software Test Engineer II
Department of the Army,"Army Corps of Engineers. Army Corps of Engineers is one of the best! Army Corps of Engineers is an innovative, transformative organization providing engineering...","Jacksonville, FL",43067.0,85803.5,53.4,IT Specialist (OS/PLCYPLN)
St. Johns River Water Management,"Water Control / Data Management; Interface with appropriate staff for missing data when required. Professional Engineer, including operating vertical gates,...","Palatka, FL",,42494.0,,Engineer I
Department of the Army,"Army Corps of Engineers is one of the best! AND conducting archival studies through fieldwork consisting of reconnaissance and intensive surveys, test...","Jacksonville, FL",43067.0,77015.5,53.4,Archaeologist
Department of Homeland Security,Serving as a Civil Engineer (Structural) or a Mechanical Engineer makes you a valuable member of the FLETC team and mission....,"Glynco, GA",1750.0,98688.0,44.4,Civil Engineer (Structural) and Mechanical Engineer
"HydroVault Systems, Inc","Give presentations to engineers, contractors, and real estate developers. Proficient in internet and data base research (for lead generation)....","Jacksonville, FL",,80000.0,,Stormwater Sales Consultant
The State of Florida,CONCRETE MATERIALS ENGINEER - 55000753. Ability to analyze and interpret engineering data. This position requires licensure as a Professional Engineer by the...,"Gainesville, FL 32609",17.0,79669.0,27.0,CONCRETE MATERIALS ENGINEER
Feathr,"The ideal candidate is a down-to-earth engineer who loves collaboratively solving tough problems. Python, Java, C++, Ruby, or PHP and have a basic understanding...","Gainesville, FL 32601",,110000.0,,Senior Server Developer Architect
Networkers,"Sales engineer, Systems engineer, Cloud Security, DDoS, Malware, Firewall solutions, data center/network security experience....","Jacksonville, FL",7.0,197500.0,52.8,Sales Engineer/ Systems Engineer
